trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client,budget_par_jour,part_vol_budget,sejour_long,meteo_risque,client_business,hebergement_luxe,region_destination,distance_vol_categorie,destination_luxe,imprevu_present,imprevu_transport,imprevu_meteo,budget_non_respecte,gravite_imprevu,budget_tendu
1249,solo,7502.08,bali,automne,16,villa,1256.4,nuageux,gastronomie,5,aucun,0,1,excellent séjour.,468.88,0.16747355400102373,1.0,0.0,0.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1251,business,9687.11,rome,hiver,3,villa,903.2,ensoleillé,,4,météo,1,1,"très satisfait, je recommande.",3229.036666666667,0.0932373019404136,0.0,0.0,1.0,1.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
1252,senior,8228.89,new york,hiver,13,appartement,911.41,pluie,culture,4,aucun,0,1,"très satisfait, je recommande.",632.9915384615384,0.11075734394310777,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1253,senior,6691.82,dubaï,hiver,19,villa,973.77,variable,plage,4,aucun,0,1,"parfait, rien à redire.",352.20105263157893,0.14551646637237703,1.0,1.0,0.0,1.0,inconnu,inconnu,,0.0,0.0,0.0,0.0,0,0.0
1254,solo,5349.27,rome,été,3,appartement,1123.05,ensoleillé,culture,2,retard_vol,1,1,déçu par l'organisation.,1783.0900000000001,0.20994453448788336,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,0.0
1255,solo,3314.56,paris,hiver,17,hôtel,1157.65,variable,culture,4,annulation,1,1,"très satisfait, je recommande.",194.97411764705882,0.3492620438308554,1.0,1.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,3,0.0
1256,business,9859.59,tokyo,automne,3,villa,1066.89,variable,culture,4,aucun,0,1,très bon rapport qualité-prix.,3286.53,0.10820835349137237,0.0,1.0,1.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1257,couple,2199.82,dubaï,automne,15,appartement,1004.55,variable,gastronomie,4,aucun,0,0,,146.65466666666669,0.4566509987180769,1.0,1.0,0.0,0.0,inconnu,inconnu,,0.0,0.0,0.0,1.0,0,0.0
1258,senior,8988.99,new york,automne,10,hôtel,1023.82,pluie,culture,2,météo,1,1,déçu par l'organisation.,898.899,0.11389711191134934,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
1259,solo,15292.34,dubaï,été,3,hôtel,1790.07,pluie,culture,1,aucun,0,1,très mauvaise expérience.,5097.446666666667,0.11705664404531942,0.0,1.0,0.0,0.0,inconnu,inconnu,,0.0,0.0,0.0,0.0,0,0.0
1260,famille,12916.59,tokyo,automne,12,villa,911.45,nuageux,randonnée,3,météo,1,1,dans l'ensemble satisfaisant.,1076.3825,0.07056428980094592,0.0,0.0,0.0,1.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
1263,famille,8624.13,rome,printemps,13,hôtel,1230.83,ensoleillé,business,2,météo,1,1,je ne recommande pas.,663.3946153846153,0.14271932357234876,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
1264,couple,6640.48,dubaï,automne,8,appartement,748.17,ensoleillé,business,4,aucun,1,1,"très satisfait, je recommande.",830.06,0.11266806014023083,0.0,0.0,0.0,0.0,inconnu,inconnu,,0.0,0.0,0.0,0.0,0,0.0
1266,couple,8478.36,bali,automne,13,appartement,874.11,variable,culture,2,retard_vol,0,1,à éviter.,652.1815384615385,0.10309894838152661,0.0,1.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
1267,couple,6883.59,new york,hiver,19,resort,1361.63,nuageux,culture,4,météo,1,1,une expérience inoubliable.,362.2942105263158,0.19780812047202115,1.0,0.0,0.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
1268,business,14646.39,new york,automne,16,hôtel,1061.46,pluie,,3,annulation,1,1,peut mieux faire sur la logistique.,915.399375,0.07247246591139524,1.0,1.0,1.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,3,0.0
1269,famille,5902.48,new york,été,3,appartement,1000.13,variable,culture,4,annulation,1,1,excellent séjour.,1967.493333333333,0.1694423361027907,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,3,0.0
1270,senior,11635.73,tokyo,été,3,appartement,35.0,variable,culture,2,annulation,1,1,à éviter.,3878.5766666666664,0.0030079762937091185,0.0,1.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
1271,senior,1812.57,lisbonne,automne,6,appartement,1269.8,ensoleillé,gastronomie,5,bagages,0,0,excellent séjour.,302.09499999999997,0.700552254533618,0.0,0.0,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,1.0,1,1.0
1272,solo,2777.01,sydney,printemps,3,hôtel,1378.76,variable,business,2,météo,0,0,très mauvaise expérience.,925.6700000000001,0.49649083006543004,0.0,1.0,0.0,0.0,oceanie,long,1.0,1.0,0.0,1.0,1.0,1,0.0
1273,couple,9835.18,lisbonne,printemps,10,hôtel,1234.56,,plage,2,annulation,1,1,de nombreux problèmes rencontrés.,983.518,0.12552490142529166,0.0,,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,0.0,3,0.0
1274,business,11295.77,new york,été,12,resort,998.89,ensoleillé,gastronomie,2,annulation,1,1,de nombreux problèmes rencontrés.,941.3141666666667,0.08843044785791494,0.0,0.0,1.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,3,0.0
1275,famille,3061.88,new york,hiver,3,appartement,1281.84,pluie,gastronomie,3,aucun,0,0,séjour correct mais perfectible.,1020.6266666666667,0.4186447542032999,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,0.0,0.0,0.0,1.0,0,0.0
1276,solo,7021.13,new york,printemps,14,appartement,1442.07,nuageux,,5,aucun,0,1,"très satisfait, je recommande.",501.50928571428574,0.20539001556729472,1.0,0.0,0.0,0.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1277,senior,1350.71,tokyo,hiver,13,villa,1154.11,pluie,plage,4,météo,0,0,une expérience inoubliable.,103.90076923076923,0.8544469205084733,0.0,1.0,0.0,1.0,asie,long,1.0,1.0,0.0,1.0,1.0,1,1.0
1278,senior,6192.96,bali,hiver,7,appartement,1600.84,nuageux,plage,1,annulation,1,1,,884.7085714285714,0.258493515217279,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
1280,couple,5169.38,paris,été,3,appartement,1174.81,ensoleillé,gastronomie,3,retard_vol,0,1,"quelques imprévus, globalement bien.",1723.1266666666668,0.2272632307936348,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,0.0
1281,business,,paris,printemps,8,hôtel,1185.4,ensoleillé,plage,3,aucun,0,1,séjour correct mais perfectible.,,,0.0,0.0,1.0,0.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,
1282,business,2366.41,lisbonne,printemps,10,appartement,1154.78,ensoleillé,plage,1,météo,1,0,je ne recommande pas.,236.641,0.4879881339243834,0.0,0.0,1.0,0.0,europe,court,0.0,1.0,0.0,1.0,1.0,1,0.0
1283,solo,4308.52,paris,printemps,11,resort,782.67,pluie,gastronomie,3,retard_vol,1,1,dans l'ensemble satisfaisant.,391.6836363636364,0.1816563460306555,0.0,1.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,0.0
1284,business,14016.22,new york,été,12,appartement,1093.86,nuageux,plage,5,aucun,0,1,,1168.0183333333332,0.07804243940234956,0.0,0.0,1.0,0.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1285,famille,7218.18,new york,automne,11,hôtel,,ensoleillé,culture,3,aucun,0,1,dans l'ensemble satisfaisant.,656.1981818181819,,0.0,0.0,0.0,0.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,
1286,couple,2880.69,rome,automne,9,villa,1006.49,pluie,culture,1,aucun,0,1,déçu par l'organisation.,320.07666666666665,0.3493919859478111,0.0,1.0,0.0,1.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
1287,solo,5654.21,lisbonne,printemps,11,villa,1208.5,pluie,plage,1,bagages,0,1,je ne recommande pas.,514.0190909090909,0.21373454470208925,0.0,1.0,0.0,1.0,europe,court,0.0,1.0,1.0,0.0,0.0,1,0.0
1289,couple,2832.88,lisbonne,printemps,9,appartement,1325.35,variable,plage,3,bagages,0,0,peut mieux faire sur la logistique.,314.76444444444445,0.46784544350625507,0.0,1.0,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,1.0,1,0.0
1290,senior,12411.61,dubaï,été,11,villa,,nuageux,randonnée,4,retard_vol,0,1,"parfait, rien à redire.",1128.328181818182,,0.0,0.0,0.0,1.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,
1291,senior,6349.23,rome,été,9,resort,1162.8,variable,business,2,aucun,0,1,très mauvaise expérience.,705.4699999999999,0.18314031780231618,0.0,1.0,0.0,1.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
1292,solo,14551.21,rome,été,7,villa,751.59,ensoleillé,culture,1,aucun,0,1,de nombreux problèmes rencontrés.,2078.7442857142855,0.05165137469667472,0.0,0.0,0.0,1.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
1293,senior,6539.37,bali,été,13,appartement,1597.91,pluie,,3,aucun,0,1,séjour correct mais perfectible.,503.02846153846156,0.24435228470020814,0.0,1.0,0.0,0.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1294,senior,6778.86,tokyo,printemps,7,villa,1079.97,variable,plage,4,retard_vol,0,1,"parfait, rien à redire.",968.4085714285713,0.15931439799612326,0.0,1.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
1295,famille,9509.37,rome,printemps,42,villa,1096.32,variable,randonnée,2,annulation,1,1,je ne recommande pas.,226.41357142857146,0.11528839449932013,1.0,1.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,3,0.0
1297,solo,7750.73,rome,hiver,8,appartement,,pluie,gastronomie,3,météo,1,1,séjour correct mais perfectible.,968.84125,,0.0,1.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,
1298,famille,6726.39,sydney,hiver,8,appartement,1531.81,nuageux,business,1,retard_vol,0,1,,840.79875,0.22773136853497936,0.0,0.0,0.0,0.0,oceanie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
1299,business,12918.68,rome,été,7,hôtel,1489.46,pluie,plage,2,retard_vol,0,1,je ne recommande pas.,1845.5257142857142,0.11529506110531416,0.0,1.0,1.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,0.0
1300,solo,10815.52,lisbonne,printemps,3,resort,1237.1,pluie,business,2,retard_vol,0,1,très mauvaise expérience.,3605.1733333333336,0.11438192523336833,0.0,1.0,0.0,1.0,europe,court,0.0,1.0,1.0,0.0,0.0,2,0.0
1301,solo,2350.69,rome,printemps,12,villa,1089.19,variable,business,2,météo,1,0,à éviter.,195.89083333333335,0.4633490592124015,0.0,1.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
1302,famille,11934.79,tokyo,été,11,hôtel,1283.92,nuageux,culture,3,retard_vol,1,1,"quelques imprévus, globalement bien.",1084.980909090909,0.10757792973315827,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
1303,couple,5865.82,new york,automne,14,appartement,1137.78,ensoleillé,randonnée,2,bagages,0,1,très mauvaise expérience.,418.9871428571428,0.1939677658025647,1.0,0.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
1304,senior,3275.44,rome,printemps,7,villa,1067.02,pluie,gastronomie,4,météo,1,1,excellent séjour.,467.92,0.32576386683926434,0.0,1.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
1305,famille,7719.11,sydney,automne,19,resort,1208.61,ensoleillé,randonnée,2,aucun,0,1,à éviter.,406.26894736842104,0.15657375008258723,1.0,0.0,0.0,1.0,oceanie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1306,couple,6106.03,bali,automne,8,appartement,999.77,ensoleillé,culture,3,aucun,0,1,peut mieux faire sur la logistique.,763.25375,0.1637348653707892,0.0,0.0,0.0,0.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1307,couple,13130.17,new york,été,6,villa,,ensoleillé,gastronomie,4,retard_vol,0,1,une expérience inoubliable.,2188.3616666666667,,0.0,0.0,0.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,
1308,solo,8298.07,new york,été,5,appartement,1172.73,pluie,business,5,météo,0,1,une expérience inoubliable.,1659.614,0.14132563355093414,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
1309,business,7753.63,new york,hiver,3,hôtel,1279.59,,culture,3,bagages,0,1,séjour mitigé.,2584.5433333333335,0.16503108866427724,0.0,,1.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
1310,solo,10557.21,paris,automne,18,hôtel,952.07,ensoleillé,gastronomie,1,retard_vol,1,1,de nombreux problèmes rencontrés.,586.5116666666667,0.09018197042589852,1.0,0.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,0.0
1311,famille,11332.64,rome,printemps,17,villa,1308.32,ensoleillé,culture,3,retard_vol,0,1,séjour mitigé.,666.6258823529412,0.11544706264383232,1.0,0.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,0.0
1312,couple,10085.06,rome,automne,13,resort,875.11,,gastronomie,1,annulation,1,1,je ne recommande pas.,775.7738461538461,0.08677290963068143,0.0,,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,3,0.0
1313,senior,12650.12,bali,été,5,appartement,964.55,,business,3,météo,1,1,séjour mitigé.,2530.0240000000003,0.07624828855378446,0.0,,0.0,0.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
1314,business,9379.42,rome,hiver,19,hôtel,976.25,ensoleillé,plage,3,annulation,1,1,séjour mitigé.,493.6536842105263,0.10408426107371245,1.0,0.0,1.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,3,0.0
1315,business,7600.31,lisbonne,hiver,8,appartement,830.69,ensoleillé,business,5,aucun,0,1,"parfait, rien à redire.",950.03875,0.10929685762817569,0.0,0.0,1.0,0.0,europe,court,0.0,0.0,0.0,0.0,0.0,0,0.0
1316,business,11922.82,new york,été,9,,1390.2,pluie,culture,1,retard_vol,1,1,déçu par l'organisation.,1324.7577777777778,0.11659993189530665,0.0,1.0,1.0,,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,0.0
1317,business,6557.32,new york,été,17,appartement,858.29,ensoleillé,business,1,bagages,0,1,de nombreux problèmes rencontrés.,385.7247058823529,0.13089036374616458,1.0,0.0,1.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
1318,famille,7058.12,bali,hiver,13,villa,930.69,pluie,gastronomie,1,annulation,1,1,à éviter.,542.9323076923076,0.13186089213558286,0.0,1.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
1319,solo,13868.84,bali,automne,21,resort,1454.45,nuageux,business,1,annulation,1,1,je ne recommande pas.,660.4209523809524,0.10487178451838798,1.0,0.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
1320,solo,13466.84,new york,automne,11,appartement,965.08,,randonnée,3,météo,0,1,séjour mitigé.,1224.2581818181818,0.07166343403500747,0.0,,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
1321,couple,32000.0,bali,été,8,villa,1067.58,ensoleillé,culture,5,aucun,1,1,"très satisfait, je recommande.",4000.0,0.033361875,0.0,0.0,0.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1322,senior,5094.37,bali,été,7,appartement,846.78,pluie,plage,2,retard_vol,0,1,très mauvaise expérience.,727.7671428571429,0.1662187866213094,0.0,1.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
1323,solo,12826.44,tokyo,hiver,3,resort,1341.23,ensoleillé,randonnée,3,retard_vol,1,1,peut mieux faire sur la logistique.,4275.4800000000005,0.10456759630887448,0.0,0.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
1324,business,10152.89,new york,automne,9,villa,1344.93,variable,gastronomie,3,aucun,0,1,"quelques imprévus, globalement bien.",1128.0988888888887,0.1324677013146011,0.0,1.0,1.0,1.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1325,senior,8197.05,lisbonne,printemps,16,appartement,1316.04,variable,randonnée,2,aucun,0,1,déçu par l'organisation.,512.315625,0.16055044192727871,1.0,1.0,0.0,0.0,europe,court,0.0,0.0,0.0,0.0,0.0,0,0.0
1326,solo,5625.57,rome,automne,13,appartement,1262.06,pluie,gastronomie,3,retard_vol,1,1,"quelques imprévus, globalement bien.",432.7361538461538,0.2243434887486957,0.0,1.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,0.0
1327,senior,8262.06,new york,printemps,10,villa,1137.72,nuageux,business,2,aucun,0,1,je ne recommande pas.,826.2059999999999,0.13770415610634637,0.0,0.0,0.0,1.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1328,business,6836.43,rome,été,5,hôtel,977.47,ensoleillé,plage,2,annulation,1,1,de nombreux problèmes rencontrés.,1367.286,0.14297959607572958,0.0,0.0,1.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,3,0.0
1329,senior,4244.06,bali,printemps,11,resort,899.59,variable,culture,4,annulation,1,1,"très satisfait, je recommande.",385.8236363636364,0.2119644868357186,0.0,1.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
1330,couple,7444.56,dubaï,hiver,15,hôtel,1463.69,pluie,plage,5,bagages,0,1,"très satisfait, je recommande.",496.30400000000003,0.1966120227387515,1.0,1.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,1,0.0
1331,solo,7994.72,rome,automne,12,appartement,1322.97,ensoleillé,culture,2,aucun,0,1,de nombreux problèmes rencontrés.,666.2266666666667,0.16548046710829148,0.0,0.0,0.0,0.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
1332,solo,5409.66,new york,été,11,hôtel,932.19,nuageux,culture,3,bagages,0,1,séjour mitigé.,491.7872727272727,0.17231951730792694,0.0,0.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
1333,famille,10570.03,tokyo,été,6,villa,1128.67,nuageux,gastronomie,5,aucun,0,1,"parfait, rien à redire.",1761.6716666666669,0.10678020781397972,0.0,0.0,0.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1334,solo,12123.15,paris,automne,14,hôtel,1037.57,variable,culture,3,météo,0,1,peut mieux faire sur la logistique.,865.9392857142857,0.08558584196351608,1.0,1.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
1335,senior,10836.57,lisbonne,automne,3,,815.64,pluie,business,1,annulation,1,1,déçu par l'organisation.,3612.19,0.07526735858302028,0.0,1.0,0.0,,europe,court,0.0,1.0,1.0,0.0,0.0,3,0.0
1336,business,,tokyo,automne,12,resort,1165.61,pluie,culture,2,aucun,0,1,je ne recommande pas.,,,0.0,1.0,1.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,
1337,couple,9972.98,sydney,hiver,21,resort,1006.65,pluie,gastronomie,4,aucun,0,1,très bon rapport qualité-prix.,474.9038095238095,0.10093773375661036,1.0,1.0,0.0,1.0,oceanie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1338,couple,7238.5,tokyo,été,3,resort,862.72,ensoleillé,gastronomie,4,aucun,0,1,une expérience inoubliable.,2412.8333333333335,0.11918491400151966,0.0,0.0,0.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1339,couple,1939.0,lisbonne,automne,9,villa,721.59,nuageux,culture,1,retard_vol,1,0,je ne recommande pas.,215.44444444444446,0.3721454357916452,0.0,0.0,0.0,1.0,europe,court,0.0,1.0,1.0,0.0,1.0,2,0.0
1340,famille,9637.79,bali,printemps,10,appartement,698.9,ensoleillé,randonnée,1,annulation,1,1,de nombreux problèmes rencontrés.,963.7790000000001,0.07251662466187787,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
1341,senior,7513.5,tokyo,hiver,8,resort,1018.46,variable,culture,3,aucun,0,1,"quelques imprévus, globalement bien.",939.1875,0.13555067545085514,0.0,1.0,0.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1342,solo,17386.37,dubaï,automne,2,villa,1095.19,nuageux,randonnée,3,aucun,0,1,séjour correct mais perfectible.,8693.185,0.06299129720579973,0.0,0.0,0.0,1.0,inconnu,inconnu,,0.0,0.0,0.0,0.0,0,0.0
1343,couple,12802.63,bali,été,12,appartement,883.42,nuageux,culture,3,retard_vol,1,1,séjour correct mais perfectible.,1066.8858333333333,0.06900300953788402,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
1344,business,9792.78,bali,été,11,hôtel,1292.4,ensoleillé,plage,5,aucun,1,1,une expérience inoubliable.,890.2527272727274,0.13197478142059763,0.0,0.0,1.0,0.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1345,famille,7929.15,lisbonne,automne,14,villa,1100.43,ensoleillé,plage,1,retard_vol,1,1,à éviter.,566.3678571428571,0.13878284557613366,1.0,0.0,0.0,1.0,europe,court,0.0,1.0,1.0,0.0,0.0,2,0.0
1346,couple,7584.46,new york,été,10,resort,1272.61,pluie,,4,bagages,0,1,très bon rapport qualité-prix.,758.446,0.16779177423310293,0.0,1.0,0.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
1347,business,2875.12,dubaï,printemps,21,hôtel,1068.98,ensoleillé,business,3,annulation,0,0,séjour mitigé.,136.91047619047617,0.37180361167533876,1.0,0.0,1.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,1.0,3,0.0
1349,senior,3404.1,sydney,printemps,11,hôtel,1148.58,pluie,business,4,retard_vol,0,1,"parfait, rien à redire.",309.46363636363634,0.33741076936635234,0.0,1.0,0.0,0.0,oceanie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
1350,business,6731.51,lisbonne,hiver,3,resort,779.6,nuageux,gastronomie,1,annulation,1,1,de nombreux problèmes rencontrés.,2243.8366666666666,0.11581353960701239,0.0,0.0,1.0,1.0,europe,court,0.0,1.0,1.0,0.0,0.0,3,0.0
1351,solo,,new york,automne,7,villa,1262.57,nuageux,randonnée,4,aucun,0,0,"très satisfait, je recommande.",,,0.0,0.0,0.0,1.0,amerique du nord,long,1.0,0.0,0.0,0.0,1.0,0,
1352,business,4728.21,bali,automne,16,hôtel,,nuageux,plage,2,aucun,0,1,de nombreux problèmes rencontrés.,295.513125,,1.0,0.0,1.0,0.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,
1353,senior,5925.13,paris,printemps,3,villa,1364.09,variable,gastronomie,4,retard_vol,0,1,une expérience inoubliable.,1975.0433333333333,0.23022110907271232,0.0,1.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,0.0
1354,business,6054.97,new york,printemps,3,villa,1027.29,ensoleillé,plage,3,aucun,0,1,séjour correct mais perfectible.,2018.3233333333335,0.1696606258990548,0.0,0.0,1.0,1.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,0.0
1355,senior,4254.61,sydney,automne,10,,1402.76,pluie,business,1,bagages,0,1,à éviter.,425.46099999999996,0.32970354509579025,0.0,1.0,0.0,,oceanie,long,1.0,1.0,1.0,0.0,0.0,1,0.0
1356,business,5546.33,tokyo,hiver,17,villa,817.14,variable,plage,4,retard_vol,1,1,une expérience inoubliable.,326.25470588235294,0.14732985595880518,1.0,1.0,1.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
1357,senior,13878.19,rome,été,10,villa,936.36,pluie,plage,4,bagages,0,1,"très satisfait, je recommande.",1387.819,0.06746989340829028,0.0,1.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,1,0.0
1358,famille,9595.09,bali,été,8,villa,1220.09,,plage,3,météo,1,1,séjour mitigé.,1199.38625,0.12715774422126316,0.0,,0.0,1.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
1359,business,4663.75,new york,été,3,resort,1431.69,pluie,plage,2,météo,1,1,déçu par l'organisation.,1554.5833333333333,0.30698257839721255,0.0,1.0,1.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
1360,solo,6648.29,sydney,hiver,12,hôtel,1564.65,nuageux,plage,1,annulation,1,1,je ne recommande pas.,554.0241666666667,0.23534623188819984,0.0,0.0,0.0,0.0,oceanie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
1361,solo,6809.78,rome,été,13,appartement,1129.09,nuageux,culture,5,météo,0,1,excellent séjour.,523.8292307692308,0.16580418163288682,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
1362,business,3826.07,new york,printemps,3,appartement,,nuageux,randonnée,1,retard_vol,0,0,déçu par l'organisation.,1275.3566666666668,,0.0,0.0,1.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,2,
1363,senior,3821.33,dubaï,été,16,hôtel,1040.37,ensoleillé,,5,retard_vol,1,1,excellent séjour.,238.833125,0.2722533777506784,1.0,0.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,0.0
1364,senior,11000.45,lisbonne,hiver,14,appartement,1412.47,ensoleillé,business,3,bagages,0,1,séjour mitigé.,785.7464285714286,0.12840111086364647,1.0,0.0,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,0.0,1,0.0
1365,couple,5230.59,rome,été,16,hôtel,,nuageux,culture,4,annulation,1,1,une expérience inoubliable.,326.911875,,1.0,0.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,3,
1366,business,2507.99,lisbonne,été,13,villa,1230.61,ensoleillé,culture,5,aucun,0,0,très bon rapport qualité-prix.,192.92230769230767,0.4906758001427438,0.0,0.0,1.0,1.0,europe,court,0.0,0.0,0.0,0.0,1.0,0,0.0
1367,business,6749.97,new york,printemps,13,resort,490.43,nuageux,randonnée,5,météo,0,1,très bon rapport qualité-prix.,519.2284615384616,0.07265661921460391,0.0,0.0,1.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
1368,couple,,dubaï,hiver,13,hôtel,817.41,pluie,plage,1,retard_vol,1,1,à éviter.,,,0.0,1.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,
1370,famille,6759.63,new york,printemps,3,resort,766.27,ensoleillé,business,1,météo,1,1,déçu par l'organisation.,2253.21,0.11335975489782725,0.0,0.0,0.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
1371,business,10425.43,new york,hiver,3,resort,1232.42,pluie,,5,météo,0,1,une expérience inoubliable.,3475.1433333333334,0.11821286987683002,0.0,1.0,1.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
