trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client,budget_par_jour,part_vol_budget,sejour_long,meteo_risque,client_business,hebergement_luxe,imprevu_present,imprevu_transport,imprevu_meteo,temperature_moyenne_saison,pluie_moyenne_mm,jours_pluie_moyen,vent_max_moyen_kmh,nb_jours_observes,latitude,longitude,source,periode_reference,pm10_moyen,pm2_5_moyen,european_aqi_moyen,uv_index_moyen,heures_observees_air,source_air_quality,periode_reference_air_quality,reste_budget_apres_vol,budget_apres_vol_par_jour,ratio_budget_reference_destination,ratio_prix_vol_reference_destination,score_budget_destination,score_prix_vol_coherent,score_adequation_activite_profil,score_adequation_hebergement_profil,score_meteo_prevue,score_confort_temperature,score_risque_pluie_reel,score_qualite_air,score_contexte_destination,score_potentiel_satisfaction,niveau_risque_satisfaction
2521,business,2683.2,rome,printemps,2,resort,790.43,ensoleillé,gastronomie,1,retard_vol,1,0,tres mauvaise experience.,848.27,0.3762599172433305,0.0,0.0,1.0,1.0,1.0,1.0,0.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,1892.77,946.385,0.688,1.756511111111111,0.1724999999999998,0.0,0,0,1.0,0.5677777777777778,0.0,0.7088333333333334,0.4113722222222222,0.2177,risque_eleve
2522,famille,2685.99,tokyo,printemps,8,hôtel,617.84,ensoleillé,business,2,aucun,0,1,sejour decevant.,365.24285714285713,0.2919349161027887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,6.04,44.0,15.33,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,29.58,26.1,53.35,1.05,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,2068.15,258.51874999999995,0.3730541666666666,0.5884190476190476,0.0,1.0,0,0,1.0,0.5288888888888889,0.0,0.4441666666666666,0.3183611111111111,0.3382,risque_eleve
2523,business,4969.56,new york,été,5,appartement,1804.6,pluie,plage,1,météo,1,1,tres mauvaise experience.,1554.5833333333333,0.3069825783972125,0.0,1.0,1.0,1.0,1.0,0.0,1.0,24.52,2.28,32.0,14.21,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3164.9600000000005,632.9920000000001,0.7645476923076924,2.123058823529412,0.2681846153846154,0.0,0,0,0.25,0.9155555555555556,0.0,0.4685,0.4609944444444444,0.1604,risque_eleve
2524,business,6394.01,rome,été,6,villa,1083.69,nuageux,plage,3,météo,1,1,sejour correct mais perfectible.,831.4628571428572,0.1915883193820186,0.0,0.0,1.0,1.0,1.0,0.0,1.0,27.22,1.32,16.0,14.95,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,5310.32,885.0533333333333,1.6394897435897438,2.4082000000000003,1.0,0.0,0,0,0.7,0.7655555555555557,0.0,0.6543333333333333,0.4642444444444444,0.4197,risque_moyen
2525,couple,3554.72,new york,hiver,6,resort,1307.48,pluie,culture,1,météo,1,0,tres mauvaise experience.,893.9633333333333,0.1881937737938543,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.34,32.0,16.49,90.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,14.23,13.56,43.36,0.34,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,2247.24,374.54,0.5468799999999999,1.5382117647058824,0.0,0.0686535947712418,1,1,0.25,0.0,0.0,0.6106666666666667,0.1832,0.3643,risque_eleve
2526,solo,5338.56,rome,printemps,11,villa,1172.35,variable,business,2,bagages,1,1,sejour decevant.,515.3754545454545,0.2278621234651525,0.0,1.0,0.0,1.0,1.0,1.0,0.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,4166.210000000001,378.7463636363637,1.3688615384615386,2.605222222222222,1.0,0.0,0,0,0.45,0.5677777777777778,0.0,0.7088333333333334,0.4113722222222222,0.3834,risque_eleve
2527,solo,953.7,tokyo,été,3,resort,673.63,nuageux,gastronomie,1,aucun,0,1,tres mauvaise experience.,292.92,0.437034002458009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,280.07000000000005,93.35666666666668,0.1324583333333333,0.641552380952381,0.0,1.0,0,0,0.7,0.7383333333333333,0.0,0.4733333333333333,0.4004166666666666,0.312,risque_eleve
2528,business,8503.03,dubaï,printemps,6,appartement,1333.75,pluie,culture,2,aucun,0,1,sejour decevant.,1207.75,0.1102699825531537,0.0,1.0,1.0,0.0,0.0,0.0,0.0,28.3,0.01,0.0,22.56,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,70.72,36.99,63.06,2.2,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,7169.280000000001,1194.88,1.3939393442622952,1.9053571428571427,1.0,0.0,0,0,0.25,0.7055555555555555,1.0,0.2823333333333333,0.6816444444444444,0.3918,risque_eleve
2529,senior,9977.31,rome,printemps,5,resort,842.58,ensoleillé,gastronomie,4,retard_vol,0,1,tres bon sejour.,1248.08875,0.1042243590449797,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,9134.73,1826.946,2.5582846153846157,1.8724,1.0,0.0,1,0,1.0,0.5677777777777778,0.0,0.7088333333333334,0.4113722222222222,0.6294,risque_faible
2530,senior,10691.74,dubaï,automne,10,villa,870.07,ensoleillé,gastronomie,5,météo,1,1,excellent sejour.,915.949,0.1442765918189768,0.0,0.0,0.0,1.0,1.0,0.0,1.0,29.44,0.0,0.0,20.09,91.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,80.53,41.8,60.89,1.56,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,9821.67,982.167,1.752744262295082,1.2429571428571429,1.0,0.3967142857142857,1,0,1.0,0.6422222222222221,1.0,0.3185,0.6703277777777777,0.7318,risque_faible
2531,senior,9945.71,tokyo,printemps,4,villa,1253.31,nuageux,business,3,retard_vol,1,1,sejour correct mais perfectible.,2785.863333333333,0.1217623740815235,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.52,6.04,44.0,15.33,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,29.58,26.1,53.35,1.05,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,8692.4,2173.1,1.381348611111111,1.1936285714285717,1.0,0.4515238095238095,0,0,0.7,0.5288888888888889,0.0,0.4441666666666666,0.3183611111111111,0.4835,risque_moyen
2532,senior,13298.78,paris,automne,13,villa,938.29,nuageux,plage,2,bagages,1,0,sejour decevant.,1073.4058333333337,0.0855803994605954,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.33,2.12,33.0,16.01,91.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,12.19,8.6,34.88,0.44,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,12360.490000000002,950.8069230769232,3.1663761904761905,2.680828571428571,1.0,0.0,0,0,0.7,0.4072222222222222,0.0,0.752,0.3681277777777778,0.4082,risque_moyen
2533,famille,7846.62,rome,été,6,villa,835.82,pluie,culture,4,météo,1,1,tres bon sejour.,2843.1566666666663,0.0983589836179739,0.0,1.0,0.0,1.0,1.0,0.0,1.0,27.22,1.32,16.0,14.95,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,7010.8,1168.4666666666667,2.011953846153846,1.8573777777777776,1.0,0.0,1,1,0.25,0.7655555555555557,0.0,0.6543333333333333,0.4642444444444444,0.6657,risque_faible
2534,business,6470.17,new york,automne,3,villa,1043.73,variable,plage,2,retard_vol,0,1,sejour decevant.,1000.6833333333334,0.1943322063256774,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,5426.4400000000005,1808.8133333333333,0.9954107692307692,1.2279176470588236,0.5567634615384615,0.4134248366013072,0,0,0.45,0.4983333333333334,0.0,0.6288333333333334,0.3630666666666667,0.3279,risque_eleve
2535,business,5750.45,paris,été,8,villa,889.45,ensoleillé,business,3,météo,1,1,sejour correct mais perfectible.,1046.8316666666667,0.1350885768007909,0.0,0.0,1.0,1.0,1.0,0.0,1.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4861.0,607.625,1.369154761904762,2.5412857142857144,1.0,0.0,1,0,1.0,0.8916666666666667,0.0,0.8085,0.5546333333333333,0.6466,risque_faible
2536,senior,5520.24,dubaï,automne,12,villa,1128.2,nuageux,gastronomie,3,météo,1,1,sejour correct mais perfectible.,552.147,0.2465068179307322,0.0,0.0,0.0,1.0,1.0,0.0,1.0,29.44,0.0,0.0,20.09,91.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,80.53,41.8,60.89,1.56,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,4392.04,366.0033333333333,0.9049573770491804,1.611714285714286,0.4436967213114753,0.0,1,0,0.7,0.6422222222222221,1.0,0.3185,0.6703277777777777,0.4687,risque_moyen
2537,couple,7737.43,lisbonne,printemps,17,hôtel,1579.91,ensoleillé,gastronomie,5,retard_vol,1,1,excellent sejour.,393.1164705882353,0.244322143714331,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,6157.52,362.2070588235295,2.275714705882353,4.157657894736842,1.0,0.0,1,1,1.0,0.5911111111111111,0.0,0.7648333333333334,0.4363388888888889,0.7524,risque_faible
2538,couple,10257.95,rome,été,13,resort,924.04,nuageux,culture,4,annulation,0,1,tres bon sejour.,750.874,0.0758964442325432,1.0,0.0,0.0,1.0,1.0,1.0,0.0,27.22,1.32,16.0,14.95,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,9333.91,717.993076923077,2.63024358974359,2.0534222222222223,1.0,0.0,1,1,0.7,0.7655555555555557,0.0,0.6543333333333333,0.4642444444444444,0.7197,risque_faible
2539,famille,7833.44,bali,hiver,11,villa,406.74,ensoleillé,,4,météo,0,1,tres bon sejour.,578.2458333333333,0.0716145814568486,0.0,0.0,0.0,1.0,1.0,0.0,1.0,26.28,11.89,84.0,14.7,90.0,-8.65,115.21667,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.8,11.67,33.02,1.96,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,7426.7,675.1545454545454,1.263458064516129,0.3536869565217391,0.8918225806451613,1.0,0,1,1.0,0.8177777777777777,0.0,0.7829999999999999,0.5211222222222222,0.7322,risque_faible
2540,business,2622.89,lisbonne,printemps,11,appartement,1009.26,ensoleillé,gastronomie,2,météo,1,0,sejour decevant.,236.641,0.4879881339243834,0.0,0.0,1.0,0.0,1.0,0.0,1.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,1613.63,146.69363636363636,0.7714382352941176,2.6559473684210526,0.2767977941176469,0.0,0,0,1.0,0.5911111111111111,0.0,0.7648333333333334,0.4363388888888889,0.2499,risque_eleve
2541,couple,6484.72,bali,été,9,villa,898.88,ensoleillé,plage,4,aucun,0,1,tres bon sejour.,1275.665,0.1252732235082617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,5585.84,620.6488888888889,1.0459225806451613,0.7816347826086957,0.6199032258064515,0.909294685990338,1,1,1.0,0.8594444444444443,0.0,0.8296666666666667,0.5497055555555554,0.8232,risque_faible
2542,couple,6194.21,lisbonne,hiver,11,appartement,744.22,nuageux,business,3,aucun,0,1,sejour correct mais perfectible.,535.913,0.1869519866097668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.63,2.92,26.0,17.53,90.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,19.66,13.91,36.49,0.38,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,5449.99,495.4536363636364,1.8218264705882352,1.9584736842105264,1.0,0.0,0,0,0.7,0.423888888888889,0.0,0.7251666666666666,0.3659111111111111,0.4079,risque_moyen
2543,solo,4303.98,sydney,été,7,hôtel,1089.35,ensoleillé,business,3,retard_vol,1,0,sejour correct mais perfectible.,553.0400000000001,0.3045581823066272,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.22,4.06,27.0,18.74,92.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.19,9.26,31.56,0.49,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3214.63,459.2328571428571,0.5379974999999999,0.8379615384615384,0.0,0.8467094017094017,0,1,1.0,0.4011111111111112,0.0,0.8073333333333333,0.3825888888888888,0.4383,risque_moyen
2544,senior,6477.41,new york,été,6,villa,,nuageux,culture,3,aucun,0,1,sejour correct mais perfectible.,1274.694,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52,2.28,32.0,14.21,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,,,0.9965246153846152,,0.558155769230769,0.5,1,0,0.7,0.9155555555555556,0.0,0.4685,0.4609944444444444,0.5656,risque_moyen
2545,senior,7193.97,new york,hiver,14,appartement,1387.11,nuageux,business,2,aucun,0,1,sejour decevant.,481.96,0.1824168957150459,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,32.0,16.49,90.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,14.23,13.56,43.36,0.34,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,5806.860000000001,414.7757142857144,1.1067646153846151,1.6318941176470587,0.6959557692307691,0.0,0,1,0.7,0.0,0.0,0.6106666666666667,0.1832,0.4209,risque_moyen
2546,couple,4458.73,paris,été,4,villa,1117.42,ensoleillé,gastronomie,3,retard_vol,0,1,sejour correct mais perfectible.,1723.1266666666668,0.2272632307936348,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3341.3099999999995,835.3274999999999,1.061602380952381,3.192628571428572,0.639502976190476,0.0,1,1,1.0,0.8916666666666667,0.0,0.8085,0.5546333333333333,0.6656,risque_faible
2547,famille,7135.58,bali,hiver,8,villa,1239.96,pluie,culture,4,retard_vol,0,1,tres bon sejour.,709.7454545454545,0.1593938928168869,0.0,1.0,0.0,1.0,1.0,1.0,0.0,26.28,11.89,84.0,14.7,90.0,-8.65,115.21667,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.8,11.67,33.02,1.96,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,5895.62,736.9525,1.1509,1.0782260869565217,0.7511249999999999,0.5797487922705316,1,1,0.25,0.8177777777777777,0.0,0.7829999999999999,0.5211222222222222,0.7072,risque_faible
2548,couple,5618.16,paris,été,6,appartement,1036.14,ensoleillé,gastronomie,4,retard_vol,0,1,tres bon sejour.,1723.1266666666668,0.2272632307936348,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4582.02,763.67,1.3376571428571429,2.9604000000000004,0.9845714285714284,0.0,1,0,1.0,0.8916666666666667,0.0,0.8085,0.5546333333333333,0.6422,risque_faible
2549,couple,11570.86,paris,printemps,24,appartement,1536.17,ensoleillé,gastronomie,3,aucun,0,0,sejour correct mais perfectible.,650.4466666666666,0.1000206451537332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,10034.69,418.1120833333334,2.754966666666667,4.389057142857143,1.0,0.0,1,0,1.0,0.4133333333333333,0.0,0.6858333333333333,0.3504166666666666,0.6221,risque_faible
2550,business,1162.47,tokyo,hiver,3,villa,1046.22,ensoleillé,business,3,bagages,1,1,sejour correct mais perfectible.,362.14,0.8546510557611237,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.08,0.56,8.0,14.28,90.0,35.6895,139.69171,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,31.02,30.0,55.43,0.51,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,116.25,38.75,0.1614541666666666,0.9964,0.0,0.6706666666666665,1,0,1.0,0.0599999999999999,0.0,0.4095,0.1438499999999999,0.438,risque_moyen
2551,solo,500.0,bali,automne,14,appartement,,pluie,business,1,bagages,0,0,tres mauvaise experience.,33.333333333333336,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,26.3,6.82,61.0,14.71,91.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,14.48,11.69,32.66,2.5,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,,,0.0806451612903225,,0.0,0.5,0,1,0.25,0.8166666666666667,0.0,0.789,0.5225333333333333,0.3027,risque_eleve
2552,business,3182.19,lisbonne,automne,7,villa,907.51,pluie,business,2,annulation,1,1,sejour decevant.,657.92,0.2537147373540856,0.0,1.0,1.0,1.0,1.0,1.0,0.0,18.72,2.83,21.0,17.54,91.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,15.83,9.72,31.17,0.9,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,2274.6800000000003,324.95428571428573,0.9359382352941176,2.388184210526316,0.482422794117647,0.0,1,0,0.25,0.7622222222222221,0.0,0.8138333333333333,0.5109277777777776,0.4064,risque_moyen
2553,business,4934.47,new york,automne,6,villa,1116.02,ensoleillé,culture,2,retard_vol,1,0,sejour decevant.,969.878,0.240508600050728,0.0,0.0,1.0,0.0,1.0,1.0,0.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3818.45,636.4083333333334,0.7591492307692308,1.3129647058823528,0.2614365384615384,0.3189281045751636,0,0,1.0,0.4983333333333334,0.0,0.6288333333333334,0.3630666666666667,0.2942,risque_eleve
2554,couple,11806.32,lisbonne,automne,16,villa,925.47,ensoleillé,randonnée,4,météo,0,0,tres bon sejour.,565.7533333333333,0.1023225669608663,1.0,1.0,0.0,1.0,1.0,0.0,1.0,18.72,2.83,21.0,17.54,91.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,15.83,9.72,31.17,0.9,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,10880.85,680.053125,3.472447058823529,2.4354473684210527,1.0,0.0,0,1,1.0,0.7622222222222221,0.0,0.8138333333333333,0.5109277777777776,0.5813,risque_moyen
2555,couple,9696.39,new york,printemps,3,villa,811.15,nuageux,plage,4,bagages,0,1,tres bon sejour.,4145.7266666666665,0.0508797010254736,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,8885.24,2961.7466666666664,1.4917523076923076,0.9542941176470588,1.0,0.7174509803921568,1,1,0.7,0.3911111111111111,0.0,0.6459999999999999,0.3306888888888888,0.8328,risque_faible
2556,solo,5276.78,paris,hiver,6,,1207.26,pluie,culture,3,aucun,0,1,sejour correct mais perfectible.,533.86125,0.258962417669385,0.0,1.0,0.0,,0.0,0.0,0.0,4.95,2.61,35.0,15.72,90.0,48.85341,2.3488,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.98,17.57,45.01,0.13,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,4069.52,678.2533333333332,1.2563761904761903,3.4493142857142858,0.8829702380952378,0.0,1,0,0.25,0.0,0.0,0.5831666666666667,0.17495,0.4782,risque_moyen
2557,business,6811.83,new york,automne,5,resort,618.43,ensoleillé,plage,3,retard_vol,0,1,sejour correct mais perfectible.,831.5425,0.1365534533712949,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,6193.4,1238.6799999999998,1.047973846153846,0.7275647058823529,0.6224673076923076,0.969372549019608,0,0,1.0,0.4983333333333334,0.0,0.6288333333333334,0.3630666666666667,0.5123,risque_moyen
2558,senior,5515.92,dubaï,été,3,appartement,960.82,variable,plage,2,aucun,0,1,sejour decevant.,1035.088,0.1716240551527986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.27,0.0,0.0,22.79,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4555.1,1518.3666666666668,0.9042491803278688,1.3726,0.4428114754098359,0.2526666666666667,0,1,0.45,0.3183333333333331,1.0,0.1348333333333333,0.5018666666666666,0.4037,risque_moyen
2559,solo,2229.21,sydney,hiver,4,appartement,1408.17,variable,business,2,météo,0,1,sejour decevant.,546.945,0.5267577178692556,0.0,1.0,0.0,0.0,1.0,0.0,1.0,22.44,3.42,39.0,20.67,90.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.57,9.86,34.15,2.24,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,821.04,205.26,0.27865125,1.0832076923076923,0.0,0.5742136752136753,0,1,0.45,0.9688888888888888,0.0,0.7641666666666667,0.5683611111111111,0.3456,risque_eleve
2560,famille,9121.02,new york,automne,9,villa,1156.36,variable,plage,4,météo,1,1,tres bon sejour.,851.5120000000001,0.1414425163708791,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,7964.660000000001,884.9622222222223,1.4032338461538465,1.3604235294117646,1.0,0.2661960784313727,1,1,0.45,0.4983333333333334,0.0,0.6288333333333334,0.3630666666666667,0.7255,risque_faible
2561,famille,8319.73,rome,été,3,villa,989.3,pluie,culture,4,météo,1,1,tres bon sejour.,2843.1566666666663,0.0983589836179739,0.0,1.0,0.0,1.0,1.0,0.0,1.0,27.22,1.32,16.0,14.95,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,7330.429999999999,2443.4766666666665,2.1332641025641026,2.198444444444444,1.0,0.0,1,1,0.25,0.7655555555555557,0.0,0.6543333333333333,0.4642444444444444,0.6657,risque_faible
2562,solo,18426.95,rome,hiver,14,villa,,ensoleillé,business,4,retard_vol,1,1,tres bon sejour.,934.3175,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.23,2.57,28.0,13.79,90.0,41.89193,12.51133,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.56,17.01,40.29,0.27,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,,,4.724858974358974,,1.0,0.5,0,0,1.0,0.235,0.0,0.6618333333333333,0.2807999999999999,0.5237,risque_moyen
2563,solo,1357.63,tokyo,été,8,resort,468.92,nuageux,randonnée,3,aucun,0,1,sejour correct mais perfectible.,292.92,0.437034002458009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,888.71,111.08875,0.1885597222222222,0.4465904761904762,0.0,1.0,1,0,0.7,0.7383333333333333,0.0,0.4733333333333333,0.4004166666666666,0.492,risque_moyen
2564,senior,9719.62,new york,hiver,12,appartement,934.57,pluie,culture,5,aucun,0,1,excellent sejour.,632.9915384615384,0.1107573439431077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,32.0,16.49,90.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,14.23,13.56,43.36,0.34,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,8785.050000000001,732.0875000000001,1.495326153846154,1.099494117647059,1.0,0.5561176470588234,1,1,0.25,0.0,0.0,0.6106666666666667,0.1832,0.7321,risque_faible
2565,business,5124.05,new york,automne,8,villa,619.43,variable,business,3,annulation,1,0,sejour correct mais perfectible.,952.1766666666668,0.1585525095132905,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,4504.62,563.0775,0.7883153846153846,0.7287411764705882,0.2978942307692307,0.968065359477124,1,0,0.45,0.4983333333333334,0.0,0.6288333333333334,0.3630666666666667,0.5352,risque_moyen
